vuln_id,cve,scanner,component,severity,state,disposition,title,justification,url
345912243,CVE-2026-6238,Container Scanning,libc6,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-6238 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912243
345912240,CVE-2026-7010,Container Scanning,perl-base,MEDIUM,DISMISSED,Not applicable,CVE-2026-7010 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:perl-base,"Not applicable — no perl execution path. The container runs a single python/uvicorn process; nothing in the app, scripts, or runtime tooling invokes perl (verified across the repo, #304). perl-base is present only because it is a dpkg Essential package (cannot be removed without breaking dpkg/apt). Worst-case impact of the perl-base CVE set is a crash of a perl process that never runs. No fixed perl-base exists in Debian trixie: verified 2026-08-06 against freshly pulled python:3.11-slim and python:3.13-slim — both Debian 13.6 with the same perl-base 5.40.1-6. The Dockerfile's unpinned base tag means a routine rebuild picks up Debian's fix automatically once released, after which this finding stops appearing in scans. Refs #304.",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912240
345912238,CVE-2026-5928,Container Scanning,libc-bin,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-5928 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912238
345912237,CVE-2025-15649,Container Scanning,perl-base,MEDIUM,DISMISSED,Not applicable,CVE-2025-15649 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:perl-base,"Not applicable — no perl execution path. The container runs a single python/uvicorn process; nothing in the app, scripts, or runtime tooling invokes perl (verified across the repo, #304). perl-base is present only because it is a dpkg Essential package (cannot be removed without breaking dpkg/apt). Worst-case impact of the perl-base CVE set is a crash of a perl process that never runs. No fixed perl-base exists in Debian trixie: verified 2026-08-06 against freshly pulled python:3.11-slim and python:3.13-slim — both Debian 13.6 with the same perl-base 5.40.1-6. The Dockerfile's unpinned base tag means a routine rebuild picks up Debian's fix automatically once released, after which this finding stops appearing in scans. Refs #304.",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912237
345912232,CVE-2026-3184,Container Scanning,libmount1,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libmount1,"libmount1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912232
345912230,CVE-2026-3184,Container Scanning,libuuid1,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libuuid1,"libuuid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912230
345912226,CVE-2026-13595,Container Scanning,liblastlog2-2,MEDIUM,DISMISSED,Not applicable,CVE-2026-13595 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:liblastlog2-2,"liblastlog2-2: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912226
345912224,CVE-2026-13595,Container Scanning,libuuid1,MEDIUM,DISMISSED,Not applicable,CVE-2026-13595 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libuuid1,"libuuid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912224
345912222,CVE-2026-13595,Container Scanning,libmount1,MEDIUM,DISMISSED,Not applicable,CVE-2026-13595 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libmount1,"libmount1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912222
345912206,CVE-2026-11824,Container Scanning,libsqlite3-0,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-11824 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsqlite3-0,"libsqlite3-0: Python links sqlite3, but persistence is JSON/files — no sqlite DB is parsed from untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912206
345912202,CVE-2026-3184,Container Scanning,mount,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912202
345912196,CVE-2026-48959,Container Scanning,perl-base,MEDIUM,DISMISSED,Not applicable,CVE-2026-48959 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:perl-base,"Not applicable — no perl execution path. The container runs a single python/uvicorn process; nothing in the app, scripts, or runtime tooling invokes perl (verified across the repo, #304). perl-base is present only because it is a dpkg Essential package (cannot be removed without breaking dpkg/apt). Worst-case impact of the perl-base CVE set is a crash of a perl process that never runs. No fixed perl-base exists in Debian trixie: verified 2026-08-06 against freshly pulled python:3.11-slim and python:3.13-slim — both Debian 13.6 with the same perl-base 5.40.1-6. The Dockerfile's unpinned base tag means a routine rebuild picks up Debian's fix automatically once released, after which this finding stops appearing in scans. Refs #304.",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912196
345912188,CVE-2026-12087,Container Scanning,perl-base,MEDIUM,DISMISSED,Not applicable,CVE-2026-12087 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:perl-base,"Not applicable — no perl execution path. The container runs a single python/uvicorn process; nothing in the app, scripts, or runtime tooling invokes perl (verified across the repo, #304). perl-base is present only because it is a dpkg Essential package (cannot be removed without breaking dpkg/apt). Worst-case impact of the perl-base CVE set is a crash of a perl process that never runs. No fixed perl-base exists in Debian trixie: verified 2026-08-06 against freshly pulled python:3.11-slim and python:3.13-slim — both Debian 13.6 with the same perl-base 5.40.1-6. The Dockerfile's unpinned base tag means a routine rebuild picks up Debian's fix automatically once released, after which this finding stops appearing in scans. Refs #304.",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912188
345912182,CVE-2026-3184,Container Scanning,login,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login,"login: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912182
345912180,CVE-2026-27456,Container Scanning,libsmartcols1,MEDIUM,DISMISSED,Not applicable,CVE-2026-27456 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912180
345912171,CVE-2026-54371,Container Scanning,libattr1,MEDIUM,DISMISSED,Not applicable,CVE-2026-54371 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libattr1,"libattr1: apt never runs at container runtime; these CVEs sit in code paths the app does not drive with untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912171
345912164,CVE-2026-13595,Container Scanning,login,MEDIUM,DISMISSED,Not applicable,CVE-2026-13595 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login,"login: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912164
345912161,CVE-2026-27456,Container Scanning,util-linux,MEDIUM,DISMISSED,Not applicable,CVE-2026-27456 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:util-linux,"util-linux: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912161
345912158,CVE-2026-3184,Container Scanning,libsmartcols1,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912158
345912156,CVE-2026-5704,Container Scanning,tar,MEDIUM,DISMISSED,Not applicable,CVE-2026-5704 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:tar,"tar: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912156
345912153,CVE-2026-27456,Container Scanning,libblkid1,MEDIUM,DISMISSED,Not applicable,CVE-2026-27456 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libblkid1,"libblkid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912153
345912150,CVE-2026-3184,Container Scanning,libblkid1,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libblkid1,"libblkid1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912150
345912147,CVE-2026-5928,Container Scanning,libc6,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-5928 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912147
345912144,CVE-2026-3184,Container Scanning,bsdutils,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:bsdutils,"bsdutils: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912144
345912143,CVE-2026-3184,Container Scanning,util-linux,MEDIUM,DISMISSED,Not applicable,CVE-2026-3184 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:util-linux,"util-linux: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912143
345912138,CVE-2026-5435,Container Scanning,libc6,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-5435 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912138
345912137,CVE-2026-5450,Container Scanning,libc6,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-5450 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912137
345912136,CVE-2026-27456,Container Scanning,liblastlog2-2,MEDIUM,DISMISSED,Not applicable,CVE-2026-27456 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:liblastlog2-2,"liblastlog2-2: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912136
345912135,CVE-2026-27456,Container Scanning,mount,MEDIUM,DISMISSED,Not applicable,CVE-2026-27456 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912135
345912134,CVE-2026-27456,Container Scanning,libmount1,MEDIUM,DISMISSED,Not applicable,CVE-2026-27456 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libmount1,"libmount1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912134
345912130,CVE-2026-27171,Container Scanning,zlib1g,MEDIUM,DISMISSED,Not applicable,CVE-2026-27171 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:zlib1g,"zlib1g: apt never runs at container runtime; these CVEs sit in code paths the app does not drive with untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912130
345912129,CVE-2026-5450,Container Scanning,libc-bin,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-5450 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912129
345912124,CVE-2026-6238,Container Scanning,libc-bin,MEDIUM,DISMISSED,Acceptable risk,CVE-2026-6238 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912124
345912123,CVE-2026-13595,Container Scanning,libsmartcols1,MEDIUM,DISMISSED,Not applicable,CVE-2026-13595 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsmartcols1,"libsmartcols1: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912123
345912121,CVE-2025-66382,Container Scanning,libexpat1,MEDIUM,DISMISSED,Acceptable risk,CVE-2025-66382 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libexpat1,"libexpat1: fontconfig parses only the baked-in system font config (trusted). No fix for this CVE. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912121
345912317,CVE-2023-31437,Container Scanning,libsystemd0,LOW,DISMISSED,Not applicable,CVE-2023-31437 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsystemd0,"libsystemd0: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912317
345912314,CVE-2025-6141,Container Scanning,ncurses-base,LOW,DISMISSED,Not applicable,CVE-2025-6141 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:ncurses-base,"ncurses-base: no interactive terminal in the serving container. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912314
345912313,TEMP-0841856-B18BAF,Container Scanning,bash,LOW,DISMISSED,Not applicable,TEMP-0841856-B18BAF in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:bash,"bash: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912313
345912312,CVE-2019-1010023,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2019-1010023 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912312
345912311,CVE-2019-1010023,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2019-1010023 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912311
345912309,CVE-2023-31439,Container Scanning,libudev1,LOW,DISMISSED,Not applicable,CVE-2023-31439 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libudev1,"libudev1: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912309
345912304,CVE-2021-45346,Container Scanning,libsqlite3-0,LOW,DISMISSED,Acceptable risk,CVE-2021-45346 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsqlite3-0,"libsqlite3-0: Python links sqlite3, but persistence is JSON/files — no sqlite DB is parsed from untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912304
345912301,CVE-2011-3374,Container Scanning,libapt-pkg7.0,LOW,DISMISSED,Not applicable,CVE-2011-3374 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libapt-pkg7.0,"libapt-pkg7.0: apt never runs at container runtime; these CVEs sit in code paths the app does not drive with untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912301
345912299,CVE-2025-70873,Container Scanning,libsqlite3-0,LOW,DISMISSED,Acceptable risk,CVE-2025-70873 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsqlite3-0,"libsqlite3-0: Python links sqlite3, but persistence is JSON/files — no sqlite DB is parsed from untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912299
345912297,TEMP-0628843-DBAD28,Container Scanning,login.defs,LOW,DISMISSED,Not applicable,TEMP-0628843-DBAD28 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login.defs,"login.defs: no account operations at runtime. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912297
345912293,CVE-2025-6141,Container Scanning,libncursesw6,LOW,DISMISSED,Not applicable,CVE-2025-6141 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libncursesw6,"libncursesw6: no interactive terminal in the serving container. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912293
345912290,CVE-2019-1010025,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2019-1010025 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912290
345912288,CVE-2019-9192,Container Scanning,libc-bin,LOW,DISMISSED,Acceptable risk,CVE-2019-9192 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc-bin,"libc-bin: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912288
345912286,CVE-2012-0039,Container Scanning,libglib2.0-0t64,LOW,DISMISSED,Acceptable risk,CVE-2012-0039 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libglib2.0-0t64,"libglib2.0-0t64: reachable via the WeasyPrint/Pango PDF stack, but rendered content is our own templates + GitLab data, not arbitrary uploads. No fix; clears on refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912286
345912282,CVE-2025-14104,Container Scanning,login,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:login,"login: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912282
345912281,CVE-2013-4392,Container Scanning,libudev1,LOW,DISMISSED,Not applicable,CVE-2013-4392 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libudev1,"libudev1: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912281
345912279,CVE-2026-3713,Container Scanning,libpng16-16t64,LOW,DISMISSED,Acceptable risk,CVE-2026-3713 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libpng16-16t64,"libpng16-16t64: decodes images our own report pipeline produces; not exposed to arbitrary uploads. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912279
345912272,CVE-2022-0563,Container Scanning,mount,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:mount,"mount: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912272
345912266,CVE-2010-4756,Container Scanning,libc6,LOW,DISMISSED,Acceptable risk,CVE-2010-4756 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libc6,"libc6: linked by every process, but the CVEs target rarely-used functions; app input is HTTP via Caddy/ALB. No fixed glibc in trixie; clears on base refresh. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912266
345912262,CVE-2025-14104,Container Scanning,util-linux,LOW,DISMISSED,Not applicable,CVE-2025-14104 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:util-linux,"util-linux: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912262
345912259,TEMP-0290435-0B57B5,Container Scanning,tar,LOW,DISMISSED,Not applicable,TEMP-0290435-0B57B5 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:tar,"tar: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912259
345912258,CVE-2026-56392,Container Scanning,coreutils,LOW,DISMISSED,Not applicable,CVE-2026-56392 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:coreutils,"coreutils: base shell utilities never invoked by the serving process on untrusted input. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912258
345912251,CVE-2023-31438,Container Scanning,libsystemd0,LOW,DISMISSED,Not applicable,CVE-2023-31438 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:libsystemd0,"libsystemd0: no init system or device management runs in the container; the CVE code paths never execute. No fix in trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912251
345912250,CVE-2022-0563,Container Scanning,liblastlog2-2,LOW,DISMISSED,Not applicable,CVE-2022-0563 in registry.gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator:liblastlog2-2,"liblastlog2-2: single non-root Python process; mount/login/lastlog functionality is never invoked. No fixed version in Debian trixie. D4 review, issue #304 (note 3650491306).",https://gitlab.com/gl-demo-ultimate-lmwilliams/nce-safe-simulator/-/security/vulnerabilities/345912250
